Date,BTC,ETH,BNB,ADA,LINK,LTC,XRP,SOL,DOT,BCH
2021-01-01,29374.15234375,730.3675537109375,37.90501022338867,0.17534999549388885,11.872554779052734,126.2303466796875,0.23744399845600128,1.8420840501785278,8.306818962097168,341.98565673828125
2021-01-02,32127.267578125,774.5349731445312,38.24159240722656,0.17742300033569336,12.220136642456055,136.94488525390625,0.2216549962759018,1.7992750406265259,9.208836555480957,354.5999450683594
2021-01-03,32782.0234375,975.5076904296875,41.14897918701172,0.20499500632286072,13.650172233581543,160.19058227539062,0.2258480042219162,2.1617519855499268,10.033283233642578,421.78985595703125
2021-01-04,31971.9140625,1040.2330322265625,40.926353454589844,0.2247619926929474,13.571063041687012,154.8073272705078,0.23667700588703156,2.4850969314575195,9.469611167907715,407.9369201660156
2021-01-05,33992.4296875,1100.006103515625,41.73460006713867,0.25831401348114014,14.539868354797363,158.5947723388672,0.22675000131130219,2.157217025756836,9.701656341552734,419.76812744140625
2021-01-06,36824.36328125,1207.1121826171875,42.16595458984375,0.3318980038166046,17.155256271362305,169.0169219970703,0.2508949935436249,1.929216980934143,10.096068382263184,454.484130859375
2021-01-07,39371.04296875,1225.6781005859375,43.44948959350586,0.2999800145626068,16.031967163085938,169.61595153808594,0.32600200176239014,2.3727450370788574,9.644584655761719,449.5687255859375
2021-01-08,40797.609375,1224.1971435546875,42.39531707763672,0.3055970072746277,15.288084983825684,173.27987670898438,0.32322999835014343,3.2198870182037354,9.307134628295898,441.0582275390625
2021-01-09,40254.546875,1281.0772705078125,43.93285369873047,0.33297300338745117,17.607513427734375,177.4839324951172,0.32691600918769836,3.3853819370269775,9.777765274047852,573.911376953125
2021-01-10,38356.44140625,1262.2467041015625,42.4484748840332,0.3048950135707855,16.2474308013916,171.11483764648438,0.31833600997924805,3.466110944747925,9.305047988891602,603.5962524414062
2021-01-11,35566.65625,1090.1453857421875,38.371360778808594,0.2754659950733185,14.556933403015137,139.25222778320312,0.28890499472618103,3.1080899238586426,8.276439666748047,479.58734130859375
2021-01-12,33922.9609375,1043.4345703125,38.111610412597656,0.2870030105113983,13.915848731994629,132.6359100341797,0.2921229898929596,3.6133980751037598,8.264147758483887,450.2796630859375
2021-01-13,37316.359375,1130.7393798828125,40.13593292236328,0.3136090040206909,15.93009090423584,147.4213409423828,0.3055799901485443,3.513782024383545,10.957710266113281,495.7847595214844
2021-01-14,39187.328125,1218.4530029296875,41.79368209838867,0.3103959858417511,17.826250076293945,152.08457946777344,0.2954379916191101,3.2781639099121094,14.539050102233887,526.3295288085938
2021-01-15,36825.3671875,1171.8345947265625,40.91897964477539,0.3025299906730652,20.709726333618164,144.237548828125,0.28040599822998047,3.2501609325408936,13.212381362915039,492.58984375
2021-01-16,36178.140625,1233.53759765625,43.17182540893555,0.35244399309158325,20.21839714050293,144.2654266357422,0.2801879942417145,3.4470551013946533,18.180423736572266,490.98162841796875
2021-01-17,35791.27734375,1230.1722412109375,45.68461227416992,0.3798519968986511,23.166772842407227,142.43081665039062,0.2773840129375458,3.81813907623291,16.984254837036133,478.7698059082031
2021-01-18,36630.07421875,1257.279541015625,45.353172302246094,0.3714280128479004,22.03626251220703,152.1440887451172,0.2847689986228943,3.7955150604248047,16.51292610168457,510.4153137207031
2021-01-19,36069.8046875,1377.2958984375,42.7855339050293,0.3691369891166687,20.754093170166016,153.4874267578125,0.2943139970302582,3.6418659687042236,16.468509674072266,511.072265625
2021-01-20,35547.75,1382.2740478515625,42.60689926147461,0.37539398670196533,21.846776962280273,149.93142700195312,0.2965179979801178,3.7235779762268066,17.948930740356445,499.3244934082031
2021-01-21,30825.69921875,1121.5709228515625,38.64583969116211,0.3102090060710907,18.424272537231445,130.1334991455078,0.26894599199295044,2.9905359745025635,15.94483757019043,419.58514404296875
2021-01-22,33005.76171875,1236.51220703125,40.85757064819336,0.34957700967788696,21.629497528076172,137.27145385742188,0.27279898524284363,3.346229076385498,17.161441802978516,441.5264892578125
2021-01-23,32067.642578125,1230.9906005859375,40.81547927856445,0.345643013715744,24.761531829833984,137.75099182128906,0.271820992231369,3.5041120052337646,18.59819984436035,431.5047302246094
2021-01-24,32289.37890625,1391.609375,41.88160705566406,0.35388100147247314,24.701858520507812,141.47731018066406,0.2735089957714081,3.634411096572876,17.999649047851562,440.10333251953125
2021-01-25,32366.392578125,1324.414794921875,41.62370300292969,0.34388598799705505,23.54012107849121,137.44419860839844,0.269089013338089,3.6999809741973877,17.250455856323242,433.802490234375
2021-01-26,32569.849609375,1357.05810546875,41.69473648071289,0.34423398971557617,23.025863647460938,134.75526428222656,0.26882699131965637,4.04734992980957,17.117761611938477,428.0443420410156
2021-01-27,30432.546875,1253.1871337890625,40.994876861572266,0.3130800127983093,21.07044792175293,122.94947052001953,0.2519429922103882,3.690587043762207,15.504860877990723,378.0301513671875
2021-01-28,31649.60546875,1298.101806640625,42.553070068359375,0.3333030045032501,23.664226531982422,130.5916748046875,0.2572779953479767,3.8364739418029785,16.8591365814209,391.7983093261719
2021-01-29,34316.38671875,1382.5228271484375,42.85234832763672,0.348131000995636,22.7734432220459,135.0125732421875,0.2821879982948303,3.8346760272979736,16.841611862182617,407.5032958984375
2021-01-30,34269.5234375,1376.115478515625,44.77227783203125,0.362619012594223,23.59402847290039,133.4000244140625,0.44024398922920227,4.224276065826416,16.506908416748047,414.9421081542969
