Date,BTC,ETH,BNB,SOL,ADA,LINK,DOT,UNI,LUNA,AVAX,ALGO,ATOM,EGLD,LTC,CAKE,XRP,MATIC,CRO,BCH,FTM,XLM,HBAR,MANA,FTT,VET,SAND,FIL,THETA,ETC,XTZ,HNT,XMR,MIOTA,ONE,AAVE,GRT,EOS,STX,FLOW,LRC,BTT,KSM
2021-01-27,30432.546875,1253.1871337890625,40.994876861572266,3.690587043762207,0.3130800127983093,21.07044792175293,15.504860877990723,14.833483695983887,1.1232320070266724,11.184797286987305,0.5431529879570007,6.988882064819336,53.46937942504883,122.94947052001953,1.3193049430847168,0.2519429922103882,0.042072001844644547,0.06531500071287155,378.0301513671875,0.08232799917459488,0.23906999826431274,0.08037500083446503,0.1471640020608902,9.60119342803955,0.026467999443411827,0.08160900324583054,21.46245574951172,2.0014429092407227,6.905074119567871,2.804426908493042,2.068782091140747,126.01576232910156,0.39306700229644775,0.00698699988424778,282.4437561035156,0.4867039918899536,2.509335994720459,0.42740100622177124,6.870363235473633,0.399370014667511,0.0003389999910723418,95.4545669555664
2021-01-28,33466.09765625,1332.4921875,42.52910614013672,3.8220720291137695,0.34612900018692017,23.110902786254883,16.94493293762207,14.204773902893066,1.4547719955444336,12.000269889831543,0.5611670017242432,8.129528045654297,59.30538558959961,133.4869384765625,1.5589799880981445,0.26412200927734375,0.038892000913619995,0.06966099888086319,405.3744812011719,0.11939600110054016,0.29224100708961487,0.09185399860143661,0.15827399492263794,11.612972259521484,0.02758900076150894,0.0885000005364418,21.947097778320312,1.9914300441741943,7.686163902282715,3.030435085296631,2.4885730743408203,136.00677490234375,0.4058719873428345,0.008165000006556511,297.4140319824219,0.5606690049171448,2.713550090789795,0.4441649913787842,7.113616943359375,0.4473010003566742,0.000371000001905486,114.35709381103516
2021-01-29,34316.38671875,1382.5228271484375,42.85234832763672,3.8346760272979736,0.348131000995636,22.7734432220459,16.841611862182617,15.711578369140625,1.4758729934692383,11.621697425842285,0.6409500241279602,7.982900142669678,61.87449645996094,135.0125732421875,1.4927270412445068,0.2821879982948303,0.04027700051665306,0.06810300052165985,407.5032958984375,0.1287190020084381,0.29467400908470154,0.08687300235033035,0.15413199365139008,11.825246810913086,0.02790600061416626,0.08783899992704391,22.275327682495117,2.0495290756225586,7.628499984741211,2.904956102371216,2.304115056991577,140.46539306640625,0.41178300976753235,0.008565999567508698,286.8991394042969,0.554062008857727,2.7270610332489014,0.4398519992828369,6.401576042175293,0.4438380002975464,0.0003910000086762011,106.80176544189453
2021-01-30,34269.5234375,1376.115478515625,44.77227783203125,4.224276065826416,0.362619012594223,23.59402847290039,16.506908416748047,19.462339401245117,1.433493971824646,11.984418869018555,0.6637920141220093,8.049342155456543,64.87449645996094,133.4000244140625,1.628411054611206,0.44024398922920227,0.03992500156164169,0.06578399986028671,414.9421081542969,0.13197900354862213,0.32486599683761597,0.08087900280952454,0.15620900690555573,11.510722160339355,0.02688100002706051,0.0873740017414093,22.059890747070312,1.9943079948425293,7.563830852508545,2.888904094696045,2.3318610191345215,139.4741973876953,0.42722201347351074,0.00904299970716238,313.08734130859375,0.6379680037498474,2.9220850467681885,0.4295629858970642,9.037314414978027,0.49605101346969604,0.0003819999983534217,101.35269165039062
2021-01-31,33114.359375,1314.9862060546875,44.27599334716797,4.264143943786621,0.344897985458374,22.598434448242188,16.121315002441406,17.66629409790039,1.461069941520691,13.516318321228027,0.6512479782104492,8.137375831604004,63.5521240234375,129.57081604003906,1.9767910242080688,0.49231401085853577,0.03827900066971779,0.06277000159025192,399.7699279785156,0.1234700009226799,0.30570200085639954,0.08212199807167053,0.1547050029039383,11.090903282165527,0.02542399987578392,0.08265700191259384,22.27235984802246,1.9125410318374634,7.4120378494262695,2.8386800289154053,2.263674020767212,138.06069946289062,0.40709298849105835,0.008627000264823437,300.06256103515625,0.7977449893951416,2.914483070373535,0.4287729859352112,9.747855186462402,0.4951210021972656,0.0003819999983534217,98.19092559814453
2021-02-01,33537.17578125,1369.04052734375,51.607696533203125,4.611601829528809,0.4020330011844635,22.839641571044922,16.375776290893555,20.415672302246094,1.792354941368103,13.22776985168457,0.643447995185852,9.211414337158203,66.18324279785156,131.95193481445312,2.852915048599243,0.37150898575782776,0.040876999497413635,0.061159998178482056,414.02044677734375,0.1074490025639534,0.3218350112438202,0.08796100318431854,0.15556499361991882,11.8712739944458,0.029354000464081764,0.08250699937343597,22.609542846679688,2.0359818935394287,7.513753890991211,2.9101359844207764,2.3756461143493652,143.73500061035156,0.4136910140514374,0.008440000005066395,295.66131591796875,0.7833210229873657,3.059670925140381,0.4434860050678253,9.826333999633789,0.5303540229797363,0.0003819999983534217,100.82266235351562
2021-02-02,35510.2890625,1515.1937255859375,51.05640411376953,5.267508029937744,0.4262470006942749,23.713613510131836,17.263256072998047,19.083662033081055,2.340502977371216,13.515045166015625,0.6526560187339783,8.904539108276367,64.29334259033203,142.50697326660156,2.3847999572753906,0.369269996881485,0.04108300060033798,0.06234399974346161,430.15142822265625,0.12561500072479248,0.3366200029850006,0.0919409990310669,0.16738200187683105,12.74139404296875,0.028113000094890594,0.09535600244998932,22.54334831237793,2.1548449993133545,7.802984237670898,2.908184051513672,2.360074043273926,151.54727172851562,0.4282189905643463,0.009421999566257,301.1181945800781,0.7528049945831299,2.9999380111694336,0.4616619944572449,9.349349021911621,0.5375499725341797,0.0004309999931138009,105.49366760253906
2021-02-03,37472.08984375,1660.9095458984375,52.242637634277344,5.71599006652832,0.4413999915122986,25.073034286499023,20.733652114868164,19.765907287597656,2.104048013687134,14.805048942565918,0.7408339977264404,9.281889915466309,67.92561340332031,155.61203002929688,2.3361690044403076,0.3934899866580963,0.04383600130677223,0.06738399714231491,444.8460693359375,0.1307079941034317,0.3421509861946106,0.09464599937200546,0.17526599764823914,13.368230819702148,0.029191000387072563,0.09771200269460678,23.035694122314453,2.1812939643859863,7.926591873168945,3.040921926498413,2.641232967376709,154.96640014648438,0.4509209990501404,0.01054800022393465,365.5988464355469,0.8246859908103943,3.0623090267181396,0.46044400334358215,8.779062271118164,0.5663250088691711,0.00045399999362416565,119.8717041015625
2021-02-04,36926.06640625,1594.7626953125,55.92512512207031,6.426064968109131,0.44105100631713867,24.49896240234375,19.70218276977539,20.14545440673828,2.6437230110168457,15.36817741394043,0.707506000995636,9.186594009399414,73.99942779541016,145.148193359375,2.675981044769287,0.44644901156425476,0.04734700173139572,0.0636179968714714,420.81964111328125,0.13472600281238556,0.3252289891242981,0.08965899795293808,0.17186500132083893,13.239130973815918,0.02769000083208084,0.09979700297117233,22.882219314575195,2.1241979598999023,7.648014068603516,2.9599719047546387,2.8196280002593994,148.586181640625,0.43921199440956116,0.010510999709367752,466.4799499511719,0.8131200075149536,3.022106885910034,0.44907400012016296,8.688289642333984,0.540473997592926,0.00043399998685345054,115.70560455322266
2021-02-05,38144.30859375,1718.65087890625,67.84556579589844,6.681719779968262,0.5378739833831787,26.363325119018555,20.90267562866211,21.18557357788086,2.8702940940856934,17.913799285888672,0.8341159820556641,12.159788131713867,88.38453674316406,154.8522186279297,3.043394088745117,0.45004698634147644,0.054767001420259476,0.06770399957895279,446.4588928222656,0.16219499707221985,0.349606990814209,0.09740500152111053,0.21504199504852295,14.84458065032959,0.03209200128912926,0.14121800661087036,24.51900291442871,2.450005054473877,8.518877983093262,3.4371891021728516,3.1499409675598145,155.2763671875,0.5146440267562866,0.011493000201880932,506.77264404296875,0.9497770071029663,3.3070249557495117,0.46448901295661926,10.713032722473145,0.7300450205802917,0.00047400000039488077,121.04524993896484
